"","s.name","r.name","r.type","norm","threshold","seqnames","strand","start","end","width","tel.length","chr.end"
"5058","s288c","SRR13577847.74706","nl","normalized","36-38","ref|NC_001142|","+",734735,745620,10886,0.458,"3'"
"5059","s288c","SRR13577847.74718","nl","normalized","36-38","ref|NC_001134|","+",801861,813127,11267,0.527,"3'"
"5060","s288c","SRR13577847.7476","nl","normalized","36-38","ref|NC_001138|","+",262576,270122,7547,0.512,"3'"
"5061","s288c","SRR13577847.74782","nl","normalized","36-38","ref|NC_001146|","-",775074,784024,8951,0.46,"5'"
"5062","s288c","SRR13577847.74811","nl","normalized","36-38","ref|NC_001145|","+",915345,924290,8946,0.385,"3'"
"5063","s288c","SRR13577847.74818","nl","normalized","36-38","ref|NC_001146|","+",1,7742,7742,0.36,"5'"
"5064","s288c","SRR13577847.74832","nl","normalized","36-38","ref|NC_001147|","-",90,10704,10615,0.46,"3'"
"5065","s288c","SRR13577847.74847","nl","normalized","36-38","ref|NC_001136|","-",1524046,1531933,7888,0.354,"5'"
"5066","s288c","SRR13577847.74852","nl","normalized","36-38","ref|NC_001138|","-",1,7044,7044,0.526,"3'"
"5067","s288c","SRR13577847.74854","nl","normalized","36-38","ref|NC_001146|","+",1,7685,7685,0.36,"5'"
"5068","s288c","SRR13577847.74905","nl","normalized","36-38","ref|NC_001136|","+",1524986,1531933,6948,0.489,"3'"
"5069","s288c","SRR13577847.74907","nl","normalized","36-38","ref|NC_001137|","-",1,10699,10699,0.481,"3'"
"5070","s288c","SRR13577847.74917","nl","normalized","36-38","ref|NC_001143|","-",656353,666586,10234,0.318,"5'"
"5071","s288c","SRR13577847.75012","nl","normalized","36-38","ref|NC_001134|","+",1,11248,11248,0.43,"5'"
"5072","s288c","SRR13577847.75074","nl","normalized","36-38","ref|NC_001140|","-",54,9343,9290,0.316,"3'"
"5073","s288c","SRR13577847.75096","nl","normalized","36-38","ref|NC_001139|","+",46,10267,10222,0.554,"5'"
"5074","s288c","SRR13577847.75106","nl","normalized","36-38","ref|NC_001147|","-",106,8569,8464,0.476,"3'"
"5075","s288c","SRR13577847.75113","nl","normalized","36-38","ref|NC_001133|","+",221469,230122,8654,0.337,"3'"
"5076","s288c","SRR13577847.75305","nl","normalized","36-38","ref|NC_001134|","-",1,8789,8789,0.398,"3'"
"5077","s288c","SRR13577847.7534","nl","normalized","36-38","ref|NC_001144|","+",97,7930,7834,0.348,"5'"
"5078","s288c","SRR13577847.75369","nl","normalized","36-38","ref|NC_001144|","-",1070828,1078177,7350,0.93,"5'"
"5079","s288c","SRR13577847.75401","nl","normalized","36-38","ref|NC_001140|","+",36,10302,10267,0.466,"5'"
"5080","s288c","SRR13577847.75439","nl","normalized","36-38","ref|NC_001143|","+",88,11292,11205,0.406,"5'"
"5081","s288c","SRR13577847.75456","nl","normalized","36-38","ref|NC_001148|","-",1,8289,8289,0.448,"3'"
"5082","s288c","SRR13577847.7548","nl","normalized","36-38","ref|NC_001142|","+",91,11103,11013,0.542,"5'"
"5083","s288c","SRR13577847.75496","nl","normalized","36-38","ref|NC_001147|","+",1082368,1091237,8870,0.413,"3'"
"5084","s288c","SRR13577847.75517","nl","normalized","36-38","ref|NC_001145|","-",916132,924284,8153,0.324,"5'"
"5085","s288c","SRR13577847.75585","nl","normalized","36-38","ref|NC_001142|","+",91,8100,8010,0.548,"5'"
"5086","s288c","SRR13577847.75641","nl","normalized","36-38","ref|NC_001135|","-",376,7833,7458,0.417,"3'"
"5087","s288c","SRR13577847.75787","nl","normalized","36-38","ref|NC_001139|","-",49,7983,7935,0.516,"3'"
"5088","s288c","SRR13577847.7579","nl","normalized","36-38","ref|NC_001148|","+",1,7973,7973,0.46,"5'"
"5089","s288c","SRR13577847.75820","nl","normalized","36-38","ref|NC_001142|","+",737119,745644,8526,0.415,"3'"
"5090","s288c","SRR13577847.75920","nl","normalized","36-38","ref|NC_001135|","+",359,9912,9554,0.86,"5'"
"5091","s288c","SRR13577847.75953","nl","normalized","36-38","ref|NC_001142|","+",736338,745613,9276,0.365,"3'"
"5092","s288c","SRR13577847.75982","nl","normalized","36-38","ref|NC_001142|","+",736503,745643,9141,0.272,"3'"
"5093","s288c","SRR13577847.75999","nl","normalized","36-38","ref|NC_001133|","-",222397,230122,7726,0.554,"5'"
"5094","s288c","SRR13577847.76","nl","normalized","36-38","ref|NC_001137|","+",567364,576874,9511,0.475,"3'"
"5095","s288c","SRR13577847.76000","nl","normalized","36-38","ref|NC_001148|","+",1,9907,9907,0.43,"5'"
"5096","s288c","SRR13577847.76009","nl","normalized","36-38","ref|NC_001138|","-",1,9185,9185,0.493,"3'"
"5097","s288c","SRR13577847.76073","nl","normalized","36-38","ref|NC_001141|","+",431450,439806,8357,0.503,"3'"
"5098","s288c","SRR13577847.76080","nl","normalized","36-38","ref|NC_001137|","+",567846,576874,9029,0.408,"3'"
"5099","s288c","SRR13577847.7613","nl","normalized","36-38","ref|NC_001134|","+",1,8436,8436,0.442,"5'"
"5100","s288c","SRR13577847.76163","nl","normalized","36-38","ref|NC_001138|","+",1,9532,9532,0.366,"5'"
"5101","s288c","SRR13577847.76309","nl","normalized","36-38","ref|NC_001140|","+",56,9022,8967,0.348,"5'"
"5102","s288c","SRR13577847.76334","nl","normalized","36-38","ref|NC_001143|","-",655221,666582,11362,0.412,"5'"
"5103","s288c","SRR13577847.76341","nl","normalized","36-38","ref|NC_001143|","+",77,10416,10340,0.236,"5'"
"5104","s288c","SRR13577847.76349","nl","normalized","36-38","ref|NC_001145|","-",97,8368,8272,0.397,"3'"
"5105","s288c","SRR13577847.7649","nl","normalized","36-38","ref|NC_001142|","+",737856,745630,7775,0.325,"3'"
"5106","s288c","SRR13577847.76531","nl","normalized","36-38","ref|NC_001141|","-",431832,439787,7956,0.512,"5'"
"5107","s288c","SRR13577847.76541","nl","normalized","36-38","ref|NC_001142|","-",737480,745645,8166,0.336,"5'"
"5108","s288c","SRR13577847.76554","nl","normalized","36-38","ref|NC_001137|","-",1,8273,8273,0.366,"3'"
"5109","s288c","SRR13577847.76588","nl","normalized","36-38","ref|NC_001135|","-",388,9470,9083,0.753,"3'"
"5110","s288c","SRR13577847.76637","nl","normalized","36-38","ref|NC_001141|","+",430332,439800,9469,0.561,"3'"
"5111","s288c","SRR13577847.76649","nl","normalized","36-38","ref|NC_001142|","-",129,8898,8770,0.443,"3'"
"5112","s288c","SRR13577847.76656","nl","normalized","36-38","ref|NC_001143|","-",75,10856,10782,0.314,"3'"
"5113","s288c","SRR13577847.76689","nl","normalized","36-38","ref|NC_001134|","-",1,7856,7856,0.343,"3'"
"5114","s288c","SRR13577847.767","nl","normalized","36-38","ref|NC_001147|","+",102,11318,11217,0.406,"5'"
"5115","s288c","SRR13577847.76720","nl","normalized","36-38","ref|NC_001146|","-",1,10135,10135,0.393,"3'"
"5116","s288c","SRR13577847.7675","nl","normalized","36-38","ref|NC_001137|","-",1,8199,8199,0.406,"3'"
"5117","s288c","SRR13577847.7678","nl","normalized","36-38","ref|NC_001137|","-",1,7998,7998,0.466,"3'"
"5118","s288c","SRR13577847.76783","nl","normalized","36-38","ref|NC_001147|","+",80,10310,10231,0.254,"5'"
"5119","s288c","SRR13577847.76840","nl","normalized","36-38","ref|NC_001142|","-",89,8140,8052,0.644,"3'"
"5120","s288c","SRR13577847.76841","nl","normalized","36-38","ref|NC_001137|","-",1,10410,10410,0.483,"3'"
"5121","s288c","SRR13577847.76876","nl","normalized","36-38","ref|NC_001135|","+",308012,316489,8478,0.491,"3'"
"5122","s288c","SRR13577847.76945","nl","normalized","36-38","ref|NC_001145|","+",78,11655,11578,0.43,"5'"
"5123","s288c","SRR13577847.7695","nl","normalized","36-38","ref|NC_001147|","-",1082999,1091253,8255,0.436,"5'"
"5124","s288c","SRR13577847.77042","nl","normalized","36-38","ref|NC_001144|","+",86,8562,8477,0.354,"5'"
"5125","s288c","SRR13577847.77094","nl","normalized","36-38","ref|NC_001143|","-",61,11406,11346,0.3,"3'"
"5126","s288c","SRR13577847.77137","nl","normalized","36-38","ref|NC_001144|","-",97,10067,9971,0.35,"3'"
"5127","s288c","SRR13577847.77140","nl","normalized","36-38","ref|NC_001144|","-",109,8472,8364,0.552,"3'"
"5128","s288c","SRR13577847.77275","nl","normalized","36-38","ref|NC_001146|","+",1,7608,7608,0.372,"5'"
"5129","s288c","SRR13577847.7729","nl","normalized","36-38","ref|NC_001134|","-",1,8550,8550,0.381,"3'"
"5130","s288c","SRR13577847.77308","nl","normalized","36-38","ref|NC_001144|","+",72,10891,10820,0.366,"5'"
"5131","s288c","SRR13577847.77313","nl","normalized","36-38","ref|NC_001146|","-",775553,784023,8471,0.348,"5'"
"5132","s288c","SRR13577847.77320","nl","normalized","36-38","ref|NC_001141|","+",429681,439813,10133,0.486,"3'"
"5133","s288c","SRR13577847.77343","nl","normalized","36-38","ref|NC_001135|","+",400,9541,9142,0.418,"5'"
"5134","s288c","SRR13577847.77391","nl","normalized","36-38","ref|NC_001143|","-",658243,666600,8358,0.448,"5'"
"5135","s288c","SRR13577847.77399","nl","normalized","36-38","ref|NC_001135|","-",307957,316493,8537,0.512,"5'"
"5136","s288c","SRR13577847.77447","nl","normalized","36-38","ref|NC_001137|","-",569667,576874,7208,0.56,"5'"
"5137","s288c","SRR13577847.77461","nl","normalized","36-38","ref|NC_001142|","+",65,9137,9073,0.542,"5'"
"5138","s288c","SRR13577847.77529","nl","normalized","36-38","ref|NC_001147|","-",105,8380,8276,0.457,"3'"
"5139","s288c","SRR13577847.77566","nl","normalized","36-38","ref|NC_001148|","-",1,9185,9185,0.46,"3'"
"5140","s288c","SRR13577847.77641","nl","normalized","36-38","ref|NC_001138|","+",261085,270123,9039,0.557,"3'"
"5141","s288c","SRR13577847.7766","nl","normalized","36-38","ref|NC_001133|","+",38,9716,9679,0.372,"5'"
"5142","s288c","SRR13577847.77797","nl","normalized","36-38","ref|NC_001141|","+",431477,439810,8334,0.416,"3'"
"5143","s288c","SRR13577847.77804","nl","normalized","36-38","ref|NC_001140|","-",86,8908,8823,0.45,"3'"
"5144","s288c","SRR13577847.77813","nl","normalized","36-38","ref|NC_001134|","-",804844,813135,8292,0.548,"5'"
"5145","s288c","SRR13577847.77827","nl","normalized","36-38","ref|NC_001146|","-",775816,784022,8207,0.36,"5'"
"5146","s288c","SRR13577847.77835","nl","normalized","36-38","ref|NC_001143|","-",657990,666602,8613,0.36,"5'"
"5147","s288c","SRR13577847.77843","nl","normalized","36-38","ref|NC_001135|","+",306617,316503,9887,0.477,"3'"
"5148","s288c","SRR13577847.77875","nl","normalized","36-38","ref|NC_001140|","-",551693,562452,10760,0.342,"5'"
"5149","s288c","SRR13577847.77922","nl","normalized","36-38","ref|NC_001140|","-",552646,562447,9802,0.466,"5'"
"5150","s288c","SRR13577847.77924","nl","normalized","36-38","ref|NC_001137|","-",568578,576874,8297,0.366,"5'"
"5151","s288c","SRR13577847.77978","nl","normalized","36-38","ref|NC_001137|","-",566192,576874,10683,0.366,"5'"
"5152","s288c","SRR13577847.78056","nl","normalized","36-38","ref|NC_001133|","-",219534,230122,10589,0.56,"5'"
"5153","s288c","SRR13577847.78083","nl","normalized","36-38","ref|NC_001147|","+",1083422,1091261,7840,0.39,"3'"
"5154","s288c","SRR13577847.78252","nl","normalized","36-38","ref|NC_001140|","+",22,11579,11558,0.272,"5'"
"5155","s288c","SRR13577847.78266","nl","normalized","36-38","ref|NC_001133|","-",62,8511,8450,0.391,"3'"
"5156","s288c","SRR13577847.78290","nl","normalized","36-38","ref|NC_001146|","+",6721,16141,9421,0.318,"5'"
"5157","s288c","SRR13577847.78337","nl","normalized","36-38","ref|NC_001143|","+",79,7768,7690,0.418,"5'"
"5158","s288c","SRR13577847.78424","nl","normalized","36-38","ref|NC_001139|","-",57,9014,8958,0.308,"3'"
"5159","s288c","SRR13577847.78465","nl","normalized","36-38","ref|NC_001134|","+",805326,813115,7790,0.473,"3'"
"5160","s288c","SRR13577847.78613","nl","normalized","36-38","ref|NC_001134|","+",1,9078,9078,0.348,"5'"
"5161","s288c","SRR13577847.78672","nl","normalized","36-38","ref|NC_001147|","+",97,8636,8540,0.43,"5'"
"5162","s288c","SRR13577847.78685","nl","normalized","36-38","ref|NC_001133|","-",72,10658,10587,0.434,"3'"
"5163","s288c","SRR13577847.78821","nl","normalized","36-38","ref|NC_001145|","+",55,9074,9020,0.472,"5'"
"5164","s288c","SRR13577847.7886","nl","normalized","36-38","ref|NC_001143|","-",658356,666598,8243,0.336,"5'"
"5165","s288c","SRR13577847.78971","nl","normalized","36-38","ref|NC_001139|","-",70,8746,8677,0.385,"3'"
"5166","s288c","SRR13577847.78981","nl","normalized","36-38","ref|NC_001135|","-",406,8093,7688,0.725,"3'"
"5167","s288c","SRR13577847.78991","nl","normalized","36-38","ref|NC_001148|","-",1,7566,7566,0.416,"3'"
"5168","s288c","SRR13577847.79029","nl","normalized","36-38","ref|NC_001139|","+",48,9880,9833,0.43,"5'"
"5169","s288c","SRR13577847.79055","nl","normalized","36-38","ref|NC_001144|","-",1070668,1078177,7510,0.772,"5'"
"5170","s288c","SRR13577847.79084","nl","normalized","36-38","ref|NC_001141|","+",431065,439810,8746,0.612,"3'"
"5171","s288c","SRR13577847.79092","nl","normalized","36-38","ref|NC_001139|","-",55,9989,9935,0.221,"3'"
"5172","s288c","SRR13577847.791","nl","normalized","36-38","ref|NC_001136|","-",1524580,1531933,7354,0.472,"5'"
"5173","s288c","SRR13577847.7915","nl","normalized","36-38","ref|NC_001134|","-",1,8445,8445,0.692,"3'"
"5174","s288c","SRR13577847.79184","nl","normalized","36-38","ref|NC_001144|","+",78,7871,7794,0.366,"5'"
"5175","s288c","SRR13577847.79238","nl","normalized","36-38","ref|NC_001142|","+",737374,745635,8262,0.411,"3'"
"5176","s288c","SRR13577847.79252","nl","normalized","36-38","ref|NC_001142|","-",737591,745642,8052,0.442,"5'"
"5177","s288c","SRR13577847.79253","nl","normalized","36-38","ref|NC_001137|","+",1,9505,9505,0.272,"5'"
"5178","s288c","SRR13577847.79304","nl","normalized","36-38","ref|NC_001144|","-",102,8309,8208,0.437,"3'"
"5179","s288c","SRR13577847.79320","nl","normalized","36-38","ref|NC_001143|","+",99,8183,8085,0.412,"5'"
"5180","s288c","SRR13577847.79331","nl","normalized","36-38","ref|NC_001145|","+",77,8742,8666,0.454,"5'"
"5181","s288c","SRR13577847.79337","nl","normalized","36-38","ref|NC_001135|","+",386,10615,10230,0.412,"5'"
"5182","s288c","SRR13577847.79377","nl","normalized","36-38","ref|NC_001142|","+",106,8594,8489,0.736,"5'"
"5183","s288c","SRR13577847.79383","nl","normalized","36-38","ref|NC_001139|","+",59,10463,10405,0.418,"5'"
"5184","s288c","SRR13577847.79520","nl","normalized","36-38","ref|NC_001136|","-",1524556,1531933,7378,0.336,"5'"
"5185","s288c","SRR13577847.79550","nl","normalized","36-38","ref|NC_001139|","+",1082188,1090940,8753,0.439,"3'"
"5186","s288c","SRR13577847.79648","nl","normalized","36-38","ref|NC_001137|","+",568420,576874,8455,0.405,"3'"
"5187","s288c","SRR13577847.79656","nl","normalized","36-38","ref|NC_001141|","-",430801,439804,9004,0.436,"5'"
"5188","s288c","SRR13577847.79663","nl","normalized","36-38","ref|NC_001133|","-",58,8195,8138,0.394,"3'"
"5189","s288c","SRR13577847.79692","nl","normalized","36-38","ref|NC_001142|","-",83,8110,8028,0.404,"3'"
"5190","s288c","SRR13577847.79732","nl","normalized","36-38","ref|NC_001133|","-",92,8970,8879,0.418,"3'"
"5191","s288c","SRR13577847.79735","nl","normalized","36-38","ref|NC_001147|","+",1082281,1091247,8967,0.377,"3'"
"5192","s288c","SRR13577847.79764","nl","normalized","36-38","ref|NC_001146|","-",773959,784023,10065,0.166,"5'"
"5193","s288c","SRR13577847.79792","nl","normalized","36-38","ref|NC_001135|","+",370,9017,8648,0.966,"5'"
"5194","s288c","SRR13577847.79806","nl","normalized","36-38","ref|NC_001146|","+",774682,784018,9337,0.302,"3'"
"5195","s288c","SRR13577847.7981","nl","normalized","36-38","ref|NC_001138|","+",1,9663,9663,0.36,"5'"
"5196","s288c","SRR13577847.79849","nl","normalized","36-38","ref|NC_001147|","+",80,8439,8360,0.472,"5'"
"5197","s288c","SRR13577847.79888","nl","normalized","36-38","ref|NC_001146|","+",775094,784020,8927,0.381,"3'"
"5198","s288c","SRR13577847.79925","nl","normalized","36-38","ref|NC_001142|","+",735533,745645,10113,0.345,"3'"
"5199","s288c","SRR13577847.79927","nl","normalized","36-38","ref|NC_001143|","-",78,9840,9763,0.409,"3'"
"5200","s288c","SRR13577847.79934","nl","normalized","36-38","ref|NC_001147|","+",79,8744,8666,0.372,"5'"
"5201","s288c","SRR13577847.80015","nl","normalized","36-38","ref|NC_001134|","-",805494,813139,7646,0.648,"5'"
"5202","s288c","SRR13577847.80048","nl","normalized","36-38","ref|NC_001144|","-",94,6589,6496,0.418,"3'"
"5203","s288c","SRR13577847.8012","nl","normalized","36-38","ref|NC_001143|","-",60,8493,8434,0.294,"3'"
"5204","s288c","SRR13577847.80133","nl","normalized","36-38","ref|NC_001143|","+",99,8780,8682,0.312,"5'"
"5205","s288c","SRR13577847.8014","nl","normalized","36-38","ref|NC_001143|","-",84,11673,11590,0.334,"3'"
"5206","s288c","SRR13577847.80256","nl","normalized","36-38","ref|NC_001145|","-",916267,924285,8019,0.436,"5'"
"5207","s288c","SRR13577847.8029","nl","normalized","36-38","ref|NC_001147|","-",112,7305,7194,0.422,"3'"
"5208","s288c","SRR13577847.80368","nl","normalized","36-38","ref|NC_001134|","+",1,7898,7898,0.366,"5'"
"5209","s288c","SRR13577847.80394","nl","normalized","36-38","ref|NC_001144|","-",93,9392,9300,0.373,"3'"
"5210","s288c","SRR13577847.80395","nl","normalized","36-38","ref|NC_001145|","-",916396,924285,7890,0.318,"5'"
"5211","s288c","SRR13577847.80470","nl","normalized","36-38","ref|NC_001144|","-",84,8971,8888,0.42,"3'"
"5212","s288c","SRR13577847.80507","nl","normalized","36-38","ref|NC_001143|","+",62,9517,9456,0.372,"5'"
"5213","s288c","SRR13577847.80509","nl","normalized","36-38","ref|NC_001133|","+",39,8489,8451,0.554,"5'"
"5214","s288c","SRR13577847.80517","nl","normalized","36-38","ref|NC_001133|","+",57,8651,8595,0.324,"5'"
"5215","s288c","SRR13577847.80541","nl","normalized","36-38","ref|NC_001142|","+",80,7908,7829,0.66,"5'"
"5216","s288c","SRR13577847.80605","nl","normalized","36-38","ref|NC_001147|","-",1081790,1091253,9464,0.442,"5'"
"5217","s288c","SRR13577847.80628","nl","normalized","36-38","ref|NC_001141|","-",430988,439813,8826,0.554,"5'"
"5218","s288c","SRR13577847.80664","nl","normalized","36-38","ref|NC_001135|","-",384,7870,7487,0.67,"3'"
"5219","s288c","SRR13577847.80725","nl","normalized","36-38","ref|NC_001145|","-",914942,924279,9338,0.412,"5'"
"5220","s288c","SRR13577847.80751","nl","normalized","36-38","ref|NC_001145|","+",914605,924287,9683,0.317,"3'"
"5221","s288c","SRR13577847.80769","nl","normalized","36-38","ref|NC_001133|","-",220557,230105,9549,0.506,"5'"
"5222","s288c","SRR13577847.80839","nl","normalized","36-38","ref|NC_001142|","+",128,7730,7603,0.536,"5'"
"5223","s288c","SRR13577847.80893","nl","normalized","36-38","ref|NC_001136|","+",1522722,1531933,9212,0.448,"3'"
"5224","s288c","SRR13577847.80904","nl","normalized","36-38","ref|NC_001146|","+",1,8622,8622,0.366,"5'"
"5225","s288c","SRR13577847.80908","nl","normalized","36-38","ref|NC_001142|","-",734526,745640,11115,0.33,"5'"
"5226","s288c","SRR13577847.80940","nl","normalized","36-38","ref|NC_001145|","-",916232,924284,8053,0.418,"5'"
"5227","s288c","SRR13577847.81025","nl","normalized","36-38","ref|NC_001138|","+",1,7084,7084,0.46,"5'"
"5228","s288c","SRR13577847.8106","nl","normalized","36-38","ref|NC_001142|","+",736628,745615,8988,0.389,"3'"
"5229","s288c","SRR13577847.81102","nl","normalized","36-38","ref|NC_001133|","+",53,9129,9077,0.424,"5'"
"5230","s288c","SRR13577847.81107","nl","normalized","36-38","ref|NC_001135|","-",308513,316514,8002,0.448,"5'"
"5231","s288c","SRR13577847.81155","nl","normalized","36-38","ref|NC_001135|","-",305530,316521,10992,0.454,"5'"
"5232","s288c","SRR13577847.81213","nl","normalized","36-38","ref|NC_001144|","-",93,9592,9500,0.346,"3'"
"5233","s288c","SRR13577847.81271","nl","normalized","36-38","ref|NC_001145|","+",915998,924278,8281,0.375,"3'"
"5234","s288c","SRR13577847.81308","nl","normalized","36-38","ref|NC_001143|","+",656876,666555,9680,0.493,"3'"
